圖幅編號,人孔編號,X坐標,Y坐標,主集水區名稱,行政區,行政里,道路名稱,人孔蓋型式,人孔種類,箱涵屬性,使用狀態,資料狀態,人孔深度,人孔尺寸長度,人孔尺寸寬度,人孔頂標高,人孔頂路面寬,地盤標高
3942,'3942-76',301905.851,2768868.422,雙園抽水站排水系統,中正區,永功里,泉州街16號,圓形,覆蓋人孔,無,使用,實測,3.15,2.5,2,5.517,11.879,5.717
3942,'3942-77',301922.973,2768915.055,雙園抽水站排水系統,中正區,永功里,泉州街79號,圓形,正常人孔,無,使用,實測,3.05,1.5,1.5,5.294,11.879,5.294
3942,'3942-F18',301923.038,2768919.434,雙園抽水站排水系統,中正區,永功里,三元街,圓形,虛人孔,無,使用,原圖轉繪,3,4,4,3.535,22.02,3.535
3942,'3942-F19',301866.753,2768919.435,雙園抽水站排水系統,中正區,永功里,三元街,圓形,虛人孔,無,使用,原圖轉繪,3,4,4,3.183,22.02,3.183
3942,'3942-78',301849.455,2768924.49,雙園抽水站排水系統,中正區,永功里,三元街233號,圓形,正常人孔,無,使用,實測,3,4,4,5.256,,
3942,'3942-79',301799.492,2768930.033,雙園抽水站排水系統,中正區,永功里,三元街215號,圓形,覆蓋人孔,無,使用,實測,3,4,4,3.125,22.02,3.325
3942,'3942-80',301750.54,2768934.301,雙園抽水站排水系統,中正區,永功里,三元街209號,圓形,正常人孔,無,使用,實測,2.76,4,4,4.766,22.02,4.766
3942,'3942-81',301702.211,2768942.74,雙園抽水站排水系統,中正區,永功里,三元街193號,圓形,正常人孔,無,使用,實測,3.25,4,4,4.811,22.396,4.811
3942,'3942-82',301646.203,2768965.296,雙園抽水站排水系統,中正區,永功里,三元街167號,圓形,正常人孔,無,使用,實測,3.3,4,4,4.719,22.396,4.719
3942,'3942-83',301612.222,2768987.676,雙園抽水站排水系統,中正區,龍興里,三元街159號,圓形,正常人孔,無,使用,實測,2.4,1.6,1.3,4.931,22.396,4.931
3942,'3942-84',301601.88,2768974.682,雙園抽水站排水系統,中正區,龍興里,三元街159號,圓形,正常人孔,無,使用,實測,3.3,4,4,4.775,22.396,4.775
3842,'3842-01',301538.246,2768997.197,雙園抽水站排水系統,中正區,龍興里,三元街與寧波西路,圓形,覆蓋人孔,無,使用,實測,3.4,4,4,3.18,22.468,3.38
3842,'3842-02',301481.829,2769032.657,雙園抽水站排水系統,中正區,龍興里,三元街118號,圓形,正常人孔,無,使用,實測,3.6,4,4,4.568,22.468,4.568
3842,'3842-03',301428.137,2769085.664,雙園抽水站排水系統,中正區,龍興里,三元街77號,圓形,正常人孔,無,使用,實測,3.65,4,4,4.461,22.468,4.461
3842,'3842-04',301367.051,2769144.784,雙園抽水站排水系統,中正區,龍興里,三元街與南海路口,圓形,正常人孔,無,使用,實測,3.6,4,4,4.507,22.468,4.507
3842,'3842-05',301335.224,2769179.946,雙園抽水站排水系統,中正區,龍興里,三元街與南海路口,圓形,正常人孔,無,使用,實測,3.63,4,4,4.466,22.468,4.466
3842,'3842-06',301298.965,2769216.5,雙園抽水站排水系統,中正區,龍興里,三元街30號,圓形,正常人孔,無,使用,實測,3.8,4,4,4.45,22.468,4.45
3842,'3842-07',301252.661,2769248.023,雙園抽水站排水系統,中正區,龍興里,三元街2號,圓形,正常人孔,無,使用,實測,3.9,4,4,4.792,22.468,4.792
3842,'3842-F1',301246.538,2769250.904,雙園抽水站排水系統,中正區,龍興里,三元街,圓形,虛人孔,無,使用,原圖轉繪,3.9,4,4,3.75,22.468,3.75
3843,'3843-65',301305.083,2769316.497,雙園抽水站排水系統,中正區,南門里,和平西路二段106號(植物園),圓形,正常人孔,無,使用,實測,3.75,1.6,2.1,6.093,29.85,6.093
3842,'3842-08',301286.16,2769299.592,雙園抽水站排水系統,中正區,廈安里,和平西路二段與104巷口,圓形,覆蓋人孔,無,使用,實測,4.1,1.7,2,4.089,6.069,4.289
3842,'3842-F2',301236.577,2769255.588,雙園抽水站排水系統,中正區,龍興里,三元街,圓形,虛人孔,無,使用,原圖轉繪,3.9,4,4,3.75,22.068,3.75
3842,'3842-09',301203.838,2769270.754,雙園抽水站排水系統,中正區,廈安里,西藏路12號,圓形,正常人孔,無,使用,實測,4,2.3,2.3,4.969,22.068,4.969
3842,'3842-10',301166.627,2769270.992,雙園抽水站排水系統,中正區,廈安里,西藏路15號,圓形,覆蓋人孔,無,使用,原圖轉繪,3.85,2.3,2.3,4.865,25.156,5.065
3842,'3842-F6',301100.696,2769255.594,雙園抽水站排水系統,中正區,廈安里,西藏路,圓形,虛人孔,無,使用,原圖轉繪,3.85,2.3,2.3,5.05,24.658,5.05
3842,'3842-11',301097.495,2769254.139,雙園抽水站排水系統,中正區,廈安里,西藏路35號,圓形,正常人孔,無,使用,實測,4.05,5.2,5.2,4.981,24.658,4.981
3842,'3842-12',301065.408,2769250.188,雙園抽水站排水系統,中正區,廈安里,西藏路與62巷口,圓形,正常人孔,無,使用,實測,4,5.1,5.1,4.898,24.658,4.898
3842,'3842-13',301027.831,2769234.913,雙園抽水站排水系統,中正區,廈安里,西藏路78號,圓形,正常人孔,無,使用,實測,4,5.2,5.2,4.887,24.658,4.887
3842,'3842-14',301004.698,2769233.392,雙園抽水站排水系統,中正區,廈安里,西藏路88號,圓形,正常人孔,無,使用,實測,4,5.2,5.2,4.858,24.658,4.858
3842,'3842-15',300935.932,2769210.662,雙園抽水站排水系統,中正區,廈安里,西藏路120號,圓形,正常人孔,無,使用,實測,4,5.2,5.2,4.889,24.658,4.889
3842,'3842-16',300905.64,2769204.863,雙園抽水站排水系統,中正區,廈安里,西藏路93號,圓形,正常人孔,無,使用,實測,4.15,5.2,5.2,4.812,24.658,4.812
3842,'3842-20',300830.707,2769198.691,雙園抽水站排水系統,萬華區,頂碩里,西藏路152號,圓形,正常人孔,無,使用,實測,4,5.5,5.5,4.851,25.357,4.851
3742,'3742-46',300703.058,2769174.011,雙園抽水站排水系統,萬華區,頂碩里,西藏路216號,圓形,正常人孔,無,使用,實測,4.2,5.4,5.4,4.688,25.484,4.688
3742,'3742-55',300650.387,2769163.827,雙園抽水站排水系統,萬華區,頂碩里,西藏路248號,圓形,正常人孔,無,使用,實測,4,5.4,5.4,4.659,25.484,4.659
3742,'3742-62',300495.819,2769135.121,雙園抽水站排水系統,萬華區,雙園里,萬大路與西藏路口,圓形,覆蓋人孔,無,使用,實測,4.45,5.9,5.9,4.573,25.484,4.773
3942,'3942-85',301848.663,2768916.862,雙園抽水站排水系統,中正區,永功里,三元街233號,圓形,正常人孔,無,使用,實測,2.8,4,4,5.553,22.234,5.553
3942,'3942-86',301800.936,2768922.226,雙園抽水站排水系統,中正區,永功里,三元街240號,圓形,正常人孔,無,使用,實測,3.4,4,4,4.738,22.161,4.738
3942,'3942-87',301750.677,2768926.448,雙園抽水站排水系統,中正區,永功里,三元街226號,圓形,正常人孔,無,使用,實測,3.25,4,4,4.785,22.161,4.785
3942,'3942-88',301701.058,2768935.051,雙園抽水站排水系統,中正區,永功里,三元街210號,圓形,正常人孔,無,使用,實測,3.25,4,4,4.843,22.161,4.843
3942,'3942-89',301644.016,2768957.854,雙園抽水站排水系統,中正區,永功里,三元街180號,圓形,正常人孔,無,使用,實測,3.4,4,4,4.708,22.161,4.708
3842,'3842-42',301599.801,2768967.392,雙園抽水站排水系統,中正區,龍興里,三元路與寧波西路,圓形,正常人孔,無,使用,實測,3.46,4,4,4.838,11.23,4.838
3842,'3842-43',301536.125,2768989.973,雙園抽水站排水系統,中正區,龍興里,三元街154號,圓形,正常人孔,無,使用,實測,3.46,4,4,4.822,11.23,4.822
3842,'3842-44',301477.476,2769026.392,雙園抽水站排水系統,中正區,龍興里,三元街118號,圓形,正常人孔,無,使用,實測,3.3,4,4,4.483,11.23,4.483
3842,'3842-45',301402.423,2769095.718,雙園抽水站排水系統,中正區,龍興里,三元街60號,圓形,正常人孔,無,使用,實測,3.4,4,4,4.318,22.16,4.318
3842,'3842-F3',301328.661,2769091.512,雙園抽水站排水系統,中正區,龍興里,南海路,圓形,虛人孔,無,使用,原圖轉繪,3.4,4,4,4.3,17.351,4.3
3842,'3842-F4',301358.5,2769142.929,雙園抽水站排水系統,中正區,龍興里,三元街,圓形,虛人孔,無,使用,原圖轉繪,3.4,4,4,4.3,22.468,4.3
3842,'3842-46',301353.473,2769148.31,雙園抽水站排水系統,中正區,龍興里,三元街與南海路,圓形,正常人孔,無,使用,實測,3.5,4,4,4.581,22.468,4.581
3842,'3842-47',301320.095,2769185.396,雙園抽水站排水系統,中正區,龍興里,三元街與南海路,圓形,正常人孔,無,使用,實測,3.55,4,4,4.412,22.468,4.412
3842,'3842-48',301250.44,2769240.246,雙園抽水站排水系統,中正區,龍興里,三元街2號,圓形,正常人孔,無,使用,實測,3.6,4,4,4.762,21.939,4.762
3842,'3842-F5',301243.053,2769243.826,雙園抽水站排水系統,中正區,龍興里,三元街,圓形,虛人孔,無,使用,原圖轉繪,3.6,4,4,4.75,21.939,4.75
3842,'3842-F10',301244.829,2769247.457,雙園抽水站排水系統,中正區,龍興里,三元街,圓形,虛人孔,無,使用,原圖轉繪,4.15,5,5,3.715,21.939,3.715
3842,'3842-49',301130.06,2769257.651,雙園抽水站排水系統,中正區,忠勤里,西藏路21號,圓形,正常人孔,無,使用,實測,4.15,5,5,4.982,25.87,4.982
3842,'3842-50',301114.221,2769253.255,雙園抽水站排水系統,中正區,忠勤里,西藏路27號,圓形,正常人孔,無,使用,實測,3.9,5,5,4.943,25.087,4.943
3842,'3842-51',301093.94,2769247.524,雙園抽水站排水系統,中正區,忠勤里,西藏路35號,圓形,正常人孔,無,使用,實測,4,5,5,4.886,25.087,4.886
3842,'3842-82',300962.886,2769211.599,雙園抽水站排水系統,中正區,忠勤里,西藏路71號,圓形,正常人孔,無,使用,實測,4.1,5,5,4.858,24.202,4.858
3842,'3842-83',300892.34,2769196.62,雙園抽水站排水系統,中正區,忠勤里,西藏路與中華路二段口,圓形,正常人孔,無,使用,實測,4.1,5,5,4.777,24.202,4.777
3842,'3842-F9',300880.462,2769194.115,雙園抽水站排水系統,中正區,忠勤里,西藏路,圓形,虛人孔,無,使用,原圖轉繪,4.1,5,5,3.808,25.357,3.808
3842,'3842-105',300831.551,2769184.796,雙園抽水站排水系統,萬華區,頂碩里,中華路二段300巷13弄口,圓形,正常人孔,無,使用,實測,4.1,5.6,5.6,4.798,25.357,4.798
3842,'3842-106',300815.738,2769181.758,雙園抽水站排水系統,萬華區,頂碩里,西藏路117號,圓形,正常人孔,無,使用,實測,4,5.6,5.6,4.837,25.357,4.837
3742,'3742-09',300690.949,2769158.031,雙園抽水站排水系統,萬華區,頂碩里,西藏路123號,圓形,正常人孔,無,使用,實測,4.2,6,6,4.65,25.484,4.65
3842,'3842-31',301521.088,2768736.039,雙園抽水站排水系統,中正區,永功里,寧波西街213號,圓形,正常人孔,無,使用,原圖轉繪,2.48,1.9,1.5,5.653,8.205,5.653
3842,'3842-32',301536.193,2768787.584,雙園抽水站排水系統,中正區,永功里,寧波西街223號,圓形,覆蓋人孔,無,使用,實測,2.7,1.6,1.85,5.185,8.205,5.385
3842,'3842-37',301551.216,2768839.611,雙園抽水站排水系統,中正區,永功里,寧波西街228號,圓形,正常人孔,無,使用,原圖轉繪,2.97,1.9,1.55,5.392,8.205,5.392
3842,'3842-38',301558.435,2768864.249,雙園抽水站排水系統,中正區,永功里,寧波西街224號,圓形,覆蓋人孔,無,使用,原圖轉繪,2.6,1.8,1.5,4.054,8.205,4.254
3842,'3842-39',301564.236,2768882.109,雙園抽水站排水系統,中正區,永功里,寧波西街220號,圓形,覆蓋人孔,無,使用,原圖轉繪,2.6,1.8,1.5,3.384,8.205,3.584
3842,'3842-40',301575.59,2768914.913,雙園抽水站排水系統,中正區,永功里,寧波西街208號,圓形,正常人孔,無,使用,原圖轉繪,2.6,1.8,1.5,5.458,8.205,5.458
3742,'3742-21',300506.377,2768892.158,雙園抽水站排水系統,萬華區,新安里,萬大路202號,圓形,正常人孔,無,使用,實測,2.82,2.2,2.2,4.176,20.402,4.176
3842,'3842-53',301384.409,2768858.534,雙園抽水站排水系統,中正區,永昌里,汀洲路一段242巷與詔安街口,圓形,覆蓋人孔,無,使用,原圖轉繪,2.86,1.7,1.6,5.216,8.68,5.416
3842,'3842-54',301370.682,2768892.685,雙園抽水站排水系統,中正區,永昌里,汀洲路一段226巷與詔安街口,圓形,覆蓋人孔,無,使用,原圖轉繪,2.87,1.7,1.2,5.149,8.68,5.349
3842,'3842-55',301360.937,2768915.998,雙園抽水站排水系統,中正區,永昌里,詔安街161號,圓形,覆蓋人孔,無,使用,原圖轉繪,2.94,1.6,1.2,5.168,8.68,5.368
3842,'3842-56',301346.175,2768958.016,雙園抽水站排水系統,中正區,永昌里,詔安街274-1號,圓形,覆蓋人孔,無,使用,原圖轉繪,3.04,1.6,1.2,4.952,8.68,5.152
3842,'3842-57',301334.538,2768991.243,雙園抽水站排水系統,中正區,永昌里,詔安街173號,圓形,覆蓋人孔,無,使用,原圖轉繪,2.71,1.55,1.4,4.862,8.68,5.062
3842,'3842-58',301309.413,2769022.565,雙園抽水站排水系統,中正區,永昌里,詔安街與南海路口,圓形,覆蓋人孔,無,使用,原圖轉繪,3.03,2.08,1.33,4.929,8.68,5.129
3842,'3842-59',301294.923,2769029.429,雙園抽水站排水系統,中正區,忠勤里,詔安街與南海路口,圓形,正常人孔,無,使用,原圖轉繪,3.7,1.9,3,5.311,19.443,5.311
3842,'3842-68',301272.239,2768983.009,雙園抽水站排水系統,中正區,忠勤里,南海路與惠安街口,圓形,正常人孔,無,使用,實測,3.7,1.9,3,5.481,19.443,5.481
3842,'3842-69',301265.243,2768991.283,雙園抽水站排水系統,中正區,忠勤里,惠安街與南海街,圓形,覆蓋人孔,無,使用,實測,3.75,2.65,2.2,5.202,19.443,5.402
3842,'3842-70',301203.722,2769058.745,雙園抽水站排水系統,中正區,忠勤里,惠安街41-1號,圓形,正常人孔,無,使用,實測,5.1,2.3,2.6,5.016,9.486,5.016
3842,'3842-71',301123.55,2769160.078,雙園抽水站排水系統,中正區,忠勤里,惠安街15號,圓形,正常人孔,無,使用,原圖轉繪,5.1,2.45,2.6,4.982,9.486,4.982
3842,'3842-73',301064.618,2769227.4,雙園抽水站排水系統,中正區,忠勤里,惠安街與西藏路口,圓形,覆蓋人孔,無,使用,實測,3.9,4.7,1.8,4.691,9.486,4.891
3842,'3842-75',301136.133,2769011.543,雙園抽水站排水系統,中正區,忠勤里,中華路二段315巷與4弄口,圓形,正常人孔,無,使用,原圖轉繪,2.26,1.5,1.5,5.02,8.174,5.02
3842,'3842-76',301118.968,2769031.889,雙園抽水站排水系統,中正區,忠勤里,中華路二段315巷4弄,圓形,覆蓋人孔,無,使用,原圖轉繪,2.31,1.5,1.5,4.76,8.174,4.96
3842,'3842-77',301098.685,2769055.628,雙園抽水站排水系統,中正區,忠勤里,中華路二段315巷4弄,圓形,覆蓋人孔,無,使用,原圖轉繪,2.37,1.5,1.5,4.691,8.174,4.891
3842,'3842-78',301078.208,2769079.563,雙園抽水站排水系統,中正區,忠勤里,中華路二段315巷4弄,圓形,正常人孔,無,使用,原圖轉繪,2.37,1.5,1.5,5.08,8.174,5.08
3842,'3842-79',301029.588,2769136.226,雙園抽水站排水系統,中正區,忠勤里,中華路二段315巷5弄(忠義國小),圓形,正常人孔,無,使用,原圖轉繪,3.07,1.5,1.5,4.976,8.174,4.976
3842,'3842-80',301007.345,2769162.41,雙園抽水站排水系統,中正區,忠勤里,中華路二段315巷5弄(忠義國小),圓形,正常人孔,無,使用,原圖轉繪,2.35,0.9,0.9,4.959,8.174,4.959
3842,'3842-81',300984.599,2769188.876,雙園抽水站排水系統,中正區,忠勤里,中華路二段315巷5弄(忠義國小),圓形,覆蓋人孔,無,使用,原圖轉繪,2.67,1.5,1.5,4.752,8.174,4.952
3742,'3742-23',300519.034,2768929.689,雙園抽水站排水系統,萬華區,新安里,萬大路190號,圓形,正常人孔,無,使用,實測,2.8,2.2,2.2,4.17,20.402,4.17
3742,'3742-36',300049.04,2768865.531,雙園抽水站排水系統,萬華區,日善里,東園街32號,圓形,正常人孔,無,使用,實測,2.1,1.2,2.05,4.169,10.745,4.169
3742,'3742-77',300249.542,2768703.17,雙園抽水站排水系統,萬華區,日善里,東園街80巷與民和街口,圓形,正常人孔,無,使用,原圖轉繪,1.87,1.6,1.2,5.177,10.545,5.177
3840,'3840-01',300822.254,2768043.16,雙園抽水站排水系統,萬華區,日祥里,水源路與203巷口,圓形,正常人孔,無,使用,原圖轉繪,2.2,1.53,1.02,6.071,11.281,6.071
3840,'3840-02',300858.45,2768059.748,雙園抽水站排水系統,萬華區,日祥里,水源路與青年路口,圓形,正常人孔,無,使用,原圖轉繪,2.22,1.5,1,6.121,11.281,6.121
3841,'3841-31',300812.039,2768146.104,雙園抽水站排水系統,萬華區,騰雲里,青年路184號,圓形,正常人孔,無,使用,實測,1.8,1.61,1.67,5.675,14.062,5.675
3842,'3842-109',301002.939,2768723.101,雙園抽水站排水系統,萬華區,新和里,青年路26號,圓形,正常人孔,無,使用,實測,2.05,1,2,4.648,12.776,4.648
3941,'3941-25',302126.808,2768624.518,雙園抽水站排水系統,中正區,螢雪里,重慶南路三段122號,圓形,覆蓋人孔,無,使用,原圖轉繪,1.92,1.16,1.29,5.048,9.962,5.248
3942,'3942-58',302103.905,2768717.743,雙園抽水站排水系統,中正區,螢雪里,重慶南路三段122號,圓形,覆蓋人孔,無,使用,原圖轉繪,1.92,1.16,1.29,4.475,29.983,4.675
3942,'3942-59',302086.917,2768770.333,雙園抽水站排水系統,中正區,螢雪里,重慶南路三段84號,圓形,覆蓋人孔,無,使用,原圖轉繪,1.91,0.97,0.87,5.453,29.983,5.653
3842,'3842-110',301050.795,2768739.024,雙園抽水站排水系統,萬華區,新和里,青年路14號,圓形,正常人孔,無,使用,實測,2.75,1,1.8,4.732,12.776,4.732
3942,'3942-F16',302062.284,2768887.713,雙園抽水站排水系統,中正區,螢雪里,和平西路二段,圓形,虛人孔,無,使用,原圖轉繪,3.6,4,4,7.62,29.906,7.62
3842,'3842-114',301042.717,2768848.952,雙園抽水站排水系統,萬華區,新和里,國興街94號,圓形,正常人孔,無,使用,實測,2.95,2.1,2.3,4.758,9.82,4.758
4041,'4041-41',302872.343,2768352.747,雙園抽水站排水系統,中正區,頂東里,汀州路與金門街口,圓形,覆蓋人孔,無,使用,實測,3.05,2.3,2.35,8.016,13.333,8.116
4041,'4041-42',302839.969,2768382.69,雙園抽水站排水系統,中正區,頂東里,汀州路二段204號,圓形,正常人孔,無,使用,實測,3.4,2.16,2.3,7.795,13.333,7.795
4041,'4041-43',302825.471,2768396.28,雙園抽水站排水系統,中正區,頂東里,汀州路二段200號,圓形,正常人孔,無,使用,實測,3.3,2.55,2.3,7.661,13.152,7.661
4041,'4041-44',302812.803,2768408.497,雙園抽水站排水系統,中正區,頂東里,汀州路二段194號,圓形,正常人孔,無,使用,實測,3.1,2.5,2.5,7.538,13.152,7.538
4041,'4041-47',302705.274,2768340.926,雙園抽水站排水系統,中正區,河堤里,金門街24巷14號,圓形,正常人孔,無,使用,實測,2.4,1.9,1.7,6.855,8.002,6.855
4041,'4041-48',302742.39,2768384.574,雙園抽水站排水系統,中正區,河堤里,金門街12巷口,圓形,正常人孔,無,使用,實測,1.47,3.36,3.36,6.231,5.739,6.231
4041,'4041-49',302781.916,2768426.025,雙園抽水站排水系統,中正區,河堤里,汀州路二段182號,圓形,正常人孔,無,使用,原圖轉繪,2.15,1.9,1.7,6.797,5.739,6.797
4041,'4041-50',302786.508,2768433.854,雙園抽水站排水系統,中正區,頂東里,汀州路二段182號,圓形,正常人孔,無,使用,實測,2.9,2.4,2.3,7.388,5.739,7.388
4041,'4041-51',302760.175,2768457.857,雙園抽水站排水系統,中正區,頂東里,汀州路二段180號,圓形,正常人孔,無,使用,實測,2.95,2.5,2.45,7.088,13.063,7.088
4041,'4041-52',302708.491,2768505.379,雙園抽水站排水系統,中正區,頂東里,汀州路二段201巷口,圓形,覆蓋人孔,無,使用,實測,2.9,2.35,2.3,5.477,13.063,5.677
